규정명,조항,제목,본문,키워드
인사 규정,제56조,징계기준,"직원으로서 아래 각 호에 해당하는 자는 이를 징계할 수 있다.

1.부정 및 허위 등의 방법으로 채용된 자
2.업무상 비밀 및 기밀을 누설하여 예울마루에 피해를 입힌 자
3.예울마루의 명예 또는 신용에 손상을 입힌 자
4.예울마루의 영업을 방해하는 언행을 한 자
5.예울마루의 규율과 상사의 정당한 지시를 어겨 질서를 문란하게 한 자
6.정당한 이유 없이 예울마루의 물품 및 금품을 반출한 자 
7.직무를 이용하여 부당한 이익을 취한 자
8.복무규정을 위반한 자
9.직장 내 성희롱 행위를 한 자
10.직장 내 괴롭힘을 한 자
11.그 밖에 이에 준하는 행위로 직장 질서를 문란하게 한 자",징계기준
인사 규정,제56조-1,징계기준 — 부정 및 허위 등의 방법으로 채용된 자,"부정 및 허위 등의 방법으로 채용된 자
(인사 규정 제56조 징계기준 제1호)","징계기준,부정,허위,등의,방법으로,채용된"
인사 규정,제56조-2,징계기준 — 업무상 비밀 및 기밀을 누설하여 예울마루에 피해를,"업무상 비밀 및 기밀을 누설하여 예울마루에 피해를 입힌 자
(인사 규정 제56조 징계기준 제2호)","징계기준,업무상,비밀,기밀을,누설하여,예울마루에,피해를,입힌"
인사 규정,제56조-3,징계기준 — 예울마루의 명예 또는 신용에 손상을 입힌 자,"예울마루의 명예 또는 신용에 손상을 입힌 자
(인사 규정 제56조 징계기준 제3호)","징계기준,예울마루의,명예,또는,신용에,손상을,입힌"
인사 규정,제56조-4,징계기준 — 예울마루의 영업을 방해하는 언행을 한 자,"예울마루의 영업을 방해하는 언행을 한 자
(인사 규정 제56조 징계기준 제4호)","징계기준,예울마루의,영업을,방해하는,언행을"
인사 규정,제56조-5,징계기준 — 예울마루의 규율과 상사의 정당한 지시를 어겨 질서를,"예울마루의 규율과 상사의 정당한 지시를 어겨 질서를 문란하게 한 자
(인사 규정 제56조 징계기준 제5호)","징계기준,예울마루의,규율과,상사의,정당한,지시를,어겨,질서를,문란하게"
인사 규정,제56조-6,징계기준 — 정당한 이유 없이 예울마루의 물품 및 금품을 반출한,"정당한 이유 없이 예울마루의 물품 및 금품을 반출한 자
(인사 규정 제56조 징계기준 제6호)","징계기준,정당한,이유,없이,예울마루의,물품,금품을,반출한"
인사 규정,제56조-7,징계기준 — 직무를 이용하여 부당한 이익을 취한 자,"직무를 이용하여 부당한 이익을 취한 자
(인사 규정 제56조 징계기준 제7호)","징계기준,직무를,이용하여,부당한,이익을,취한"
인사 규정,제56조-8,징계기준 — 복무규정을 위반한 자,"복무규정을 위반한 자
(인사 규정 제56조 징계기준 제8호)","징계기준,복무규정을,위반한"
인사 규정,제56조-9,징계기준 — 직장 내 성희롱 행위를 한 자,"직장 내 성희롱 행위를 한 자
(인사 규정 제56조 징계기준 제9호)","징계기준,직장,성희롱,행위를"
인사 규정,제56조-10,징계기준 — 직장 내 괴롭힘을 한 자,"직장 내 괴롭힘을 한 자
(인사 규정 제56조 징계기준 제10호)","징계기준,직장,괴롭힘을"
인사 규정,제56조-11,징계기준 — 그 밖에 이에 준하는 행위로 직장 질서를 문란하게,"그 밖에 이에 준하는 행위로 직장 질서를 문란하게 한 자
(인사 규정 제56조 징계기준 제11호)","징계기준,밖에,이에,준하는,행위로,직장,질서를,문란하게"
인사 규정,제57조,징계의 종류,"징계는 경중에 따라 징계해고, 정직, 감봉, 견책, 경고로 구분한다.","징계의,종류"
인사 규정,제58조,징계해고,이 조치는 직원의 비행 또는 사원의 귀책 사유로 직원이 현직에서 파면 조치됨을 의미한다.,징계해고
인사 규정,제59조,정직,"①정직이란 직원에 대해 출근을 정지시키고 급여를 지급하지 않는 징계를 말한다. 
②정직은 3개월을 초과하여서는 아니 된다. 급여, 연차휴가는 정직 기간 중에는 발생
하지 아니한다.",정직
인사 규정,제60조,감봉,"①감봉은 급여를 감액 지급하는 징계를 말한다.
②감봉 처분을 함에 있어 그 감액은 1회의 금액이 평균임금 1일분의 반액, 총액이 1임금 
지급기에 있어서의 임금총액의 10분의 1을 초과하지 못한다.",감봉
인사 규정,제61조,견책,견책은 가벼운 과오에 대한 징계로 경위서를 받고 문서로 견책한다.,견책
인사 규정,제62조,경고,"경고는 가장 경미한 실책에 대하여 징계하는 것으로써 경고를 받은 날로부터 1년 이내에 
다시 경고를 받게 되는 자는 견책의 징계처분을 한다.",경고
인사 규정,제63조,손해배상,"직원이 고의 또는 중대한 과실로 예울마루에 손해를 끼쳤을 경우에는 이를 배상하여야 
한다.",손해배상
인사 규정,제64조,징계와 책임,이 규정에 의한 징계는 손해배상 및 민사상・형사상 책임에 영향을 미치지 아니한다.,"징계와,책임"
인사 규정,제65조,목적,"이 규정은 업무상 부상 또는 질병에 걸린 직원에 대하여 근로기준법 및 산업재해보상보험
법이 정하는 바에 따른 재해보상에 대해 규정함을 목적으로 한다.",목적
인사 규정,제66조,요양보상 및 휴업보상,"예울마루는 직원이 업무상 부상 또는 질병에 걸린 때에는 예울마루의 부담으로 요양시키며 
요양 기간 중에는 평균임금의 100분의 70의 휴업보상을 한다.","요양보상,휴업보상"
인사 규정,제67조,장해보상,"예울마루는 직원이 업무상 부상 또는 질병으로부터 완치된 후 의학적으로 증명된 영구
적인 신체장애가 있는 경우에는 법에 따라 장해보상을 행한다. 장해보상을 받은 사원이 
복직을 할 수 없는 경우에는 퇴직시킬 수 있다.",장해보상
인사 규정,제68조,유족보상 및 장의비,"직원이 업무상 재해로 사망한 때에는 산업재해보상보험이 정하는 바에 따라 유족보상금
과 장의비를 유족에게 지급한다. 유족보상의 수급권의 순위는 근로기준법 및 산업재해
보상보험법에 따른다.","유족보상,장의비"
인사 규정,제69조,타 보상과의 관계,"직원이 산업재해보상보험법 또는 민법 혹은 타 법 규정에 의거, 보상받을 권리가 있을 
때는 예울마루는 그 한도에 있어서 지급책임을 감면한다.","보상과의,관계"
인사 규정,제70조,관계법령 준용,이 규정에서 규정하지 아니한 재해보상에 관한 사항은 관계 법령이 정하는 바에 따른다.,"관계법령,준용"
인사 규정,제71조,목적,"이 규정은 직원의 역량과 업적을 공정하게 평가하여 승진, 보상, 직무순환 및 교육 훈
련 등 인사관리에 적극적으로 활용함으로써 예울마루의 성과창출과 직원의 성장을 도모
하기 위한 사항을 규정함을 목적으로 한다.",목적
인사 규정,제72조,적용범위,이 규정은 모든 직원의 업무수행과 연관된 정기 인사평가에 적용한다.,적용범위
인사 규정,제73조,고과원칙,"①평가는 피평가자가 수행한 직무를 통하여 표출된 역량 및 업적을 평가한다. 
②고과 결과는 승진, 교육 훈련, 전환배치, 연봉산정, 성과급의 기초자료로 활용한다.
③고과 대상 기간은 1월1일부터 12월31일까지 1년간으로 한다.
④인사고과와 관련한 평가항목, 평가 절차 등 세부사항은 별도로 정하여 운영한다.",고과원칙
급여 및 복리 후생 규정,제1조,목적,"본 규정은 재단법인 지에스칼텍스재단(이하 “법인”이라 한다)이 수탁 운영하는 GS칼텍
스 예울마루(이하 “예울마루”라 한다)에 근무하는 직원의 급여에 관한 사항을 정함을 
목적으로 한다.",목적
급여 및 복리 후생 규정,제2조,적용범위,"이 규정은 정규직원, 계약직 직원에게 적용하는 것을 원칙으로 한다. 다만 촉탁, 시간제 
근무자, 임시직에 대하여는 별도로 정하는 방법에 의한다.",적용범위
급여 및 복리 후생 규정,제3조,급여체계,"①급여는 기본급, 기본급 외의 급여(이하""수당""이라 칭한다), 상여금으로 구분한다.
②기본급 외 급여로서는 직책 수당, 시간외근무수당, 연차 휴가 수당이 있다. 다만, 규
정에서 정한 수당을 제외하고는 필요한 경우에 그 밖의 수당을 따로 정할 수 있다.",급여체계
급여 및 복리 후생 규정,제4조,급여결정,"직원에 대한 급여는 매년 물가 상승률을 고려하고, 전년도 평가 결과를 반영한 연봉제
로 결정할 수 있다.",급여결정
급여 및 복리 후생 규정,제5조,급여계산방법,"①결근, 지각, 조퇴 등으로 소정의 근로시간의 전부 또는 일부를 휴업한 경우는 그 일
수와 시간에 대한 급여는 지급하지 아니할 수 있다. 
②급여는 발령 일자로부터 계산함을 원칙으로 한다.
③직원이 타 직을 겸무할 때에는 겸무에 대한 급여를 지급하지 아니함을 원칙으로 한
다.
④급여의 일할 액은 월의 대소를 불문하고 월액의 30분의 1일로 계산하되 십원 미만
의 자리는 올림 한다.",급여계산방법
급여 및 복리 후생 규정,제6조,지급일,"급여의 계산은 당월 1일부터 당월 말일까지로 하며 매월 25일에 지급한다. 다만, 지급
일이 휴일인 경우에는 그 전날에 지급한다.",지급일
급여 및 복리 후생 규정,제7조,급여의 지급,"①급여는 지급명세서를 첨부하여 전액 본인의 예금계좌로 지급한다. 
②전항의 규정에도 불구하고 법령 또는 본인의 동의에 의해 필요한 항목은 급여에서 
공제할 수 있다.","급여의,지급"
급여 및 복리 후생 규정,제8조,신규채용자의 급여,"①신규채용자의 급여는 발령일로부터 일할 계산한다.
②발령일이 15일 이후일 경우의 해당자의 급여는 다음 달 지급일에 지급한다.","신규채용자의,급여"
급여 및 복리 후생 규정,제9조,휴직자의 급여,"①휴직기간 중에는 원칙적으로 급여를 지급하지 아니한다. 다만 다음 각 호에서 정하
는 휴직기간에는 급여를 지급한다. 
1.업무상 질병 또는 재해로 인한 경우에는 최대 1년까지 휴직을 부여할 수 있으며 이 
기간에는 급여 전액을 지급한다. 단, 계약직 직원의 경우 계약기간 만료일을 한도로 
한다. 
2.직원이 사상 또는 질병으로 인하여 근무할 수 없을 경우에는 1개월 이내의 휴직을 
부여할 수 있으며 이 기간에는 기본급 전액을 지급한다. 상기 1개월이 경과하여도 
회복되지 아니하고 계속 근무할 수 없을 때에는 추가로 5개월 이내의 병가를 부여
할 수 있으며 이 기간에는 기본급의 80%를 지급한다. 총 6개월의 휴직이 만료되어
도 회복되지 않을 때에는 다시 6개월 이내의 병가를 허용할 수 있으며 기본급의 
60%를 지급한다. 단 1년 이하 기간의 계약직 직원의 경우 1개월을 한도로 하며, 
계약직 직원의 휴직기간은 계약기간 만료일을 한도로 한다.
②제1항 1호 및 2호에 따른 휴직을 신청할 때에는 의사의 진단서 및 기타 증빙서를 
첨부하여야 한다.","휴직자의,급여"
급여 및 복리 후생 규정,제9조-1,휴직자의 급여 — 업무상 질병 또는 재해로 인한 경우에는 최대 1년까,"업무상 질병 또는 재해로 인한 경우에는 최대 1년까지 휴직을 부여할 수 있으며 이 기간에는 급여 전액을 지급한다. 단, 계약직 직원의 경우 계약기간 만료일을 한도로 한다.
(급여 및 복리 후생 규정 제9조 휴직자의 급여 제1호)","휴직자의,급여,업무상,질병,또는,재해로,인한,경우에는,최대,1년까지,휴직을,부여할,있으며,기간에는,전액을,지급"
급여 및 복리 후생 규정,제10조,비상시 지불,"직원이나 직원에 의하여 부양되는 가족이 다음 각 호에 해당하는 경우에는 본인의 신청
에 의하여 이미 근로한 임금의 전부 또는 일부를 지급한다.
1.출산할 때
2.사망, 질병, 재해를 입었을 때
3.본인이 결혼할 때
4.부득이한 사유로 7일 이상 귀향할 때
5.기타 부득이한 사정이 있다고 인정될 때","비상시,지불"
급여 및 복리 후생 규정,제10조-1,비상시 지불 — 출산할 때,"출산할 때
(급여 및 복리 후생 규정 제10조 비상시 지불 제1호)","비상시,지불,출산할"
급여 및 복리 후생 규정,제10조-2,"비상시 지불 — 사망, 질병, 재해를 입었을 때","사망, 질병, 재해를 입었을 때
(급여 및 복리 후생 규정 제10조 비상시 지불 제2호)","비상시,지불,사망,질병,재해를,입었을"
급여 및 복리 후생 규정,제10조-3,비상시 지불 — 본인이 결혼할 때,"본인이 결혼할 때
(급여 및 복리 후생 규정 제10조 비상시 지불 제3호)","비상시,지불,본인이,결혼할"
